,didok,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing_standort_bezeichnung,parkrail_app,parkrail_webshop,parkrail_lokal,parkrail_automat,bpuic,bezeichnung_offiziell,abkuerzung,lod,tu_nummer,meteo,plz,geopos.lon,geopos.lat,train_station_ids
0,10,,,,,,,,"Private Parkangebote: http://www.parkleitsystem-basel.ch/stadtplan.php<br>
3 E-Ladestationen vorhanden.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
620,5408,10.0,5.0,40.0,400.0,06.00 - 19.00,06.00 - 19.00,06.00 - 19.00,"Aufgrund von Bauarbeiten wird die Zufahrt zum Bahnhof Ranzo S. Abbondio vom 17.04.2023 bis zum 12.05.2023 für Fahrzeuge gesperrt sein, während der Zugang für Fußgänger weiterhin gewährleistet ist. Die P+Rail Parkplätze werden während der gesamten Bauzeit vorübergehend an den Hang vor der Unterführung verlegt.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,1.0,8505408,Ranzo-S Abbondio,RZO,http://lod.opentransportdata.swiss/didok/8505408,11,https://meteo.sbb.ch/?didok=8505408,6577,8.776537709454367,46.116997814178816,/8505408/8505410
621,5410,,,,,,,,Keine Parkplätze vorhanden.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8505410,Gerra (Gambarogno),GER,http://lod.opentransportdata.swiss/didok/8505410,11,https://meteo.sbb.ch/?didok=8505410,6576,8.784969770595186,46.12204096046363,/8505410/8505408
622,5412,42.0,6.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,1.0,8505412,Riazzino,RIAZ,http://lod.opentransportdata.swiss/didok/8505412,11,https://meteo.sbb.ch/?didok=8505412,6595,8.886397373657438,46.17533630314791,/8505412
623,5415,37.0,8.0,60.0,600.0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,1.0,0.0,8505415,S Antonino,SAN,http://lod.opentransportdata.swiss/didok/8505415,11,https://meteo.sbb.ch/?didok=8505415,6592,8.969520646035745,46.15904913855438,/8505415
624,6000,145.0,20.0,,,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24  <br>  Parktickets müssen am Schalter entwertet werden.,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Countrybike,18.0,Ausgabe/Rücknahme der Velos in neuer Velostation,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,Velostation https://www.velostation.ch/de/velostationen/winterthur-2/,Winterthur Bahnhof / Bahnhofparking,1.0,1.0,1.0,1.0,8506000,Winterthur,W,http://lod.opentransportdata.swiss/didok/8506000,11,https://meteo.sbb.ch/?didok=8506000,8400,8.72382105540869,47.500333810466714,/8506000
638,6001,63.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Aufgrund von Bauarbeiten stehen vom 20. März 2023 bis Juli 2024 nur 20 P+Rail Parkplätze zur Verfügung. <br> Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506001,Winterthur Grüze,WGR,http://lod.opentransportdata.swiss/didok/8506001,11,https://meteo.sbb.ch/?didok=8506001,8404,8.75105520261809,47.49875471416027,/8506001/8506016/8516218
639,6002,84.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Winterthur Seen Bahnhof,1.0,1.0,1.0,1.0,8506002,Winterthur Seen,WSEE,http://lod.opentransportdata.swiss/didok/8506002,11,https://meteo.sbb.ch/?didok=8506002,8405,8.766813490777576,47.487435419443585,/8506002
640,6003,5.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506003,Sennhof-Kyburg,SKY,http://lod.opentransportdata.swiss/didok/8506003,11,https://meteo.sbb.ch/?didok=8506003,8482,8.76034626041623,47.46517688452585,/8506003/8506004
641,6004,30.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506004,Kollbrunn,KOL,http://lod.opentransportdata.swiss/didok/8506004,11,https://meteo.sbb.ch/?didok=8506004,8483,8.77401693564809,47.45832420329366,/8506004/8506003
642,6005,11.0,4.0,40.0,400.0,,,,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Rikon im Tösstal Bahnhof,0.0,0.0,0.0,0.0,8506005,Rikon,RN,http://lod.opentransportdata.swiss/didok/8506005,11,https://meteo.sbb.ch/?didok=8506005,8486,8.796332149054088,47.44500981889408,/8506005
643,6006,6.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506006,Rämismühle-Zell,RMZ,http://lod.opentransportdata.swiss/didok/8506006,11,https://meteo.sbb.ch/?didok=8506006,8487,8.819137324531859,47.44153899481295,/8506006
644,6007,43.0,4.0,40.0,400.0,,,,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Turbenthal Bahnhof,0.0,0.0,0.0,0.0,8506007,Turbenthal,TU,http://lod.opentransportdata.swiss/didok/8506007,11,https://meteo.sbb.ch/?didok=8506007,8488,8.843819888837624,47.43738455436948,/8506007
645,6008,21.0,4.0,40.0,400.0,06.00 - 21.00,06.00 - 21.00,06.00 - 21.00,"Diese Parkkasse geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506008,Wila,WILA,http://lod.opentransportdata.swiss/didok/8506008,11,https://meteo.sbb.ch/?didok=8506008,8492,8.84849088989105,47.41777446990602,/8506008
646,6009,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8506009,Saland,SD,http://lod.opentransportdata.swiss/didok/8506009,11,https://meteo.sbb.ch/?didok=8506009,8493,8.854221360632035,47.39421140867266,/8506009
647,6010,31.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Sirnach Bahnhof,1.0,1.0,0.0,1.0,8506010,Sirnach,SIR,http://lod.opentransportdata.swiss/didok/8506010,11,https://meteo.sbb.ch/?didok=8506010,8370,9.000474259335121,47.461997104077035,/8506010
648,6011,80.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506011,Eschlikon TG,ESL,http://lod.opentransportdata.swiss/didok/8506011,11,https://meteo.sbb.ch/?didok=8506011,8360,8.958536201906604,47.461491059028035,/8506011
649,6012,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8506012,Guntershausen,GUN,http://lod.opentransportdata.swiss/didok/8506012,11,https://meteo.sbb.ch/?didok=8506012,8357,8.917032104095119,47.474121355749425,/8506012
650,6013,61.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Aadorf Bahnhof,1.0,1.0,0.0,1.0,8506013,Aadorf,AD,http://lod.opentransportdata.swiss/didok/8506013,11,https://meteo.sbb.ch/?didok=8506013,8355,8.903301351691383,47.48811815646296,/8506013
651,6014,75.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506014,Elgg,EL,http://lod.opentransportdata.swiss/didok/8506014,11,https://meteo.sbb.ch/?didok=8506014,8353,8.863411586209889,47.49852908812919,/8506014
652,6015,23.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506015,Räterschen,RAET,http://lod.opentransportdata.swiss/didok/8506015,11,https://meteo.sbb.ch/?didok=8506015,8352,8.795017129519772,47.49868192254516,/8506015/8506035
653,6016,88.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Winterthur Oberwinterthur Bahnhof,1.0,0.0,1.0,1.0,8506016,Oberwinterthur,OWT,http://lod.opentransportdata.swiss/didok/8506016,11,https://meteo.sbb.ch/?didok=8506016,8404,8.760389196167752,47.507922332502815,/8506016/8516218/8506038/8506001
654,6017,35.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Wiesendangen Bahnhof,1.0,1.0,1.0,1.0,8506017,Wiesendangen,WD,http://lod.opentransportdata.swiss/didok/8506017,11,https://meteo.sbb.ch/?didok=8506017,8542,8.776038001272784,47.525543037265386,/8506017/8506018
655,6018,61.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506018,Rickenbach-Attikon,RIK,http://lod.opentransportdata.swiss/didok/8506018,11,https://meteo.sbb.ch/?didok=8506018,8545,8.789175038519383,47.53535737473245,/8506018/8506017
656,6019,35.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8506019,Islikon,ISL,http://lod.opentransportdata.swiss/didok/8506019,11,https://meteo.sbb.ch/?didok=8506019,8546,8.846197030189854,47.54783491706919,/8506019
657,6020,73.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Seuzach Bahnhof,1.0,0.0,1.0,1.0,8506020,Seuzach,SEU,http://lod.opentransportdata.swiss/didok/8506020,11,https://meteo.sbb.ch/?didok=8506020,8472,8.738883430510043,47.53576697592631,/8506020/8506036
658,6021,16.0,4.0,40.0,400.0,06.00 - 19.00,,,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506021,Dinhard,DIH,http://lod.opentransportdata.swiss/didok/8506021,11,https://meteo.sbb.ch/?didok=8506021,8474,8.75298088739014,47.553345147953856,/8506021
659,6022,24.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506022,Thalheim-Altikon,TLH,http://lod.opentransportdata.swiss/didok/8506022,11,https://meteo.sbb.ch/?didok=8506022,8478,8.757643235847054,47.56962135084359,/8506022
660,6023,27.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506023,Ossingen,OSS,http://lod.opentransportdata.swiss/didok/8506023,11,https://meteo.sbb.ch/?didok=8506023,8475,8.724116551791841,47.61461396494432,/8506023
661,6024,37.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8506024,Stammheim,STM,http://lod.opentransportdata.swiss/didok/8506024,11,https://meteo.sbb.ch/?didok=8506024,8476,8.788750140815177,47.6348812952966,/8506024
662,6035,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8506035,Schottikon,SCHK,http://lod.opentransportdata.swiss/didok/8506035,11,https://meteo.sbb.ch/?didok=8506035,8352,8.811719072425081,47.50011749863303,/8506035/8506015
663,6036,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8506036,Reutlingen,REUT,http://lod.opentransportdata.swiss/didok/8506036,11,https://meteo.sbb.ch/?didok=8506036,8404,8.752148075179223,47.529659378461204,/8506036/8506020
664,6038,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8506038,Winterthur Wallrüti,WWAL,http://lod.opentransportdata.swiss/didok/8506038,11,https://meteo.sbb.ch/?didok=8506038,8404,8.760882167318062,47.516721663533744,/8506038/8506016
665,6039,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8506039,Schloss Laufen am Rheinfall,SLF,http://lod.opentransportdata.swiss/didok/8506039,11,https://meteo.sbb.ch/?didok=8506039,8447,8.614269044093053,47.6765656523586,/8506039/8518924/8014485/8506049/8503423
666,6041,28.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Aufgrund von Bauarbeiten ist die P+Rail Anlage ab Juli 2023 bis Ende 2023 gesperrt. P+Rail Tageskunden empfehlen wir alternativ das P+Rail Bülach zu nutzen.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8506041,Embrach-Rorbas,EMB,http://lod.opentransportdata.swiss/didok/8506041,11,https://meteo.sbb.ch/?didok=8506041,8424,8.587068848734445,47.52059024023321,/8506041
667,6042,22.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Pfungen Bahnhof,1.0,1.0,1.0,1.0,8506042,Pfungen,PFU,http://lod.opentransportdata.swiss/didok/8506042,11,https://meteo.sbb.ch/?didok=8506042,8422,8.646633942248888,47.51603840485437,/8506042
668,6043,20.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8506043,Winterthur Wülflingen,WWUE,http://lod.opentransportdata.swiss/didok/8506043,11,https://meteo.sbb.ch/?didok=8506043,8408,8.680929544341401,47.506435849917644,/8506043
669,6044,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Winterthur Töss Bahnhof,,,,,8506044,Winterthur Töss,WTOE,http://lod.opentransportdata.swiss/didok/8506044,11,https://meteo.sbb.ch/?didok=8506044,8406,8.70930994343885,47.48980638410136,/8506044
670,6045,83.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8506045,Hettlingen,HET,http://lod.opentransportdata.swiss/didok/8506045,11,https://meteo.sbb.ch/?didok=8506045,8442,8.694834153058261,47.5454414464659,/8506045
671,6046,51.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8506046,Henggart,HGT,http://lod.opentransportdata.swiss/didok/8506046,11,https://meteo.sbb.ch/?didok=8506046,8444,8.68507523532507,47.5642572437169,/8506046
672,6047,70.0,7.0,70.0,700.0,06.00 - 19.00,,,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,,Andelfingen Bahnhof,1.0,1.0,0.0,1.0,8506047,Andelfingen,AN,http://lod.opentransportdata.swiss/didok/8506047,11,https://meteo.sbb.ch/?didok=8506047,8450,8.67800161121179,47.59376618474319,/8506047
673,6048,117.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Marthalen Bahnhof,1.0,1.0,0.0,1.0,8506048,Marthalen,MTL,http://lod.opentransportdata.swiss/didok/8506048,11,https://meteo.sbb.ch/?didok=8506048,8460,8.656062850654562,47.63137974671419,/8506048
674,6049,50.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506049,Dachsen,DA,http://lod.opentransportdata.swiss/didok/8506049,11,https://meteo.sbb.ch/?didok=8506049,8447,8.613822740634536,47.66709049852088,/8506049/8506039/8518924
675,6100,,,,,,,,"Tagesparking in Frauenfeld: «oberes Mätteli» und «unteres Mätteli». <br>
P+Rail Alternativen in der Region: Islikon, Rickenbach-Attikon und Müllheim-Wigoltingen.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,http://www.velostation.ch/fr/velostations/frauenfeld/,Frauenfeld Bahnhof,0.0,0.0,0.0,0.0,8506100,Frauenfeld,FF,http://lod.opentransportdata.swiss/didok/8506100,11,https://meteo.sbb.ch/?didok=8506100,8500,8.896559673414256,47.55816340456972,/8506100/8506171
676,6101,16.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8506101,Felben-Wellhausen,FEL,http://lod.opentransportdata.swiss/didok/8506101,11,https://meteo.sbb.ch/?didok=8506101,8552,8.943174823204538,47.577102127286835,/8506101
677,6102,5.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,1.0,8506102,Hüttlingen-Mettendorf,HM,http://lod.opentransportdata.swiss/didok/8506102,11,https://meteo.sbb.ch/?didok=8506102,8553,8.974555007577901,47.582343636106145,/8506102
678,6103,24.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8506103,Müllheim-Wigoltingen,MUEL,http://lod.opentransportdata.swiss/didok/8506103,11,https://meteo.sbb.ch/?didok=8506103,8554,9.015522055172228,47.58816457357496,/8506103
679,6104,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8506104,Märstetten,MAER,http://lod.opentransportdata.swiss/didok/8506104,11,https://meteo.sbb.ch/?didok=8506104,8560,9.062193477505673,47.582820556757,/8506104
680,6105,177.0,8.0,60.0,600.0,,,,Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Weinfelden Bahnhof,1.0,1.0,1.0,1.0,8506105,Weinfelden,WF,http://lod.opentransportdata.swiss/didok/8506105,11,https://meteo.sbb.ch/?didok=8506105,8570,9.106368221990051,47.566224263227895,/8506105
681,6106,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8506106,Bürglen TG,BGL,http://lod.opentransportdata.swiss/didok/8506106,11,https://meteo.sbb.ch/?didok=8506106,8575,9.149876589208178,47.54909842868837,/8506106
682,6107,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8506107,Erlen,ERL,http://lod.opentransportdata.swiss/didok/8506107,11,https://meteo.sbb.ch/?didok=8506107,8586,9.226201980586525,47.55146027649119,/8506107
683,6108,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8506108,Oberaach,OA,http://lod.opentransportdata.swiss/didok/8506108,11,https://meteo.sbb.ch/?didok=8506108,8587,9.271062266853168,47.5533193737546,/8506108
684,6109,78.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Nordstrasse: 37 Parkplätze<br>
Ost: 27 Parkplätze<br>
Bahnhofplatz: 14 Parkplätze",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Amriswil Bahnhof,1.0,1.0,1.0,1.0,8506109,Amriswil,AW,http://lod.opentransportdata.swiss/didok/8506109,11,https://meteo.sbb.ch/?didok=8506109,8580,9.302227200925538,47.5504497212167,/8506109
685,6121,99.0,8.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,Kindervelo,5.0,zusätzlich verfügbar: 8 Tourenvelos,Immer genügend Veloabstellplätze verfügbar,,0.0,,Romanshorn Bahnhof,1.0,0.0,1.0,1.0,8506121,Romanshorn,RH,http://lod.opentransportdata.swiss/didok/8506121,11,https://meteo.sbb.ch/?didok=8506121,8590,9.379371292262817,47.56552286486505,/8506121
693,6202,3.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8506202,Dietfurt,DTF,http://lod.opentransportdata.swiss/didok/8506202,11,https://meteo.sbb.ch/?didok=8506202,9615,9.078320289692623,47.34455188311114,/8506202
694,6203,23.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Sofortverkauf,,1.0,1.0,0.0,1.0,8506203,Bütschwil,BUET,http://lod.opentransportdata.swiss/didok/8506203,11,https://meteo.sbb.ch/?didok=8506203,9606,9.075151063623059,47.35959125215088,/8506203
695,6204,15.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8506204,Lütisburg,LUET,http://lod.opentransportdata.swiss/didok/8506204,11,https://meteo.sbb.ch/?didok=8506204,9601,9.071100494646764,47.38482629654424,/8506204
696,6205,,,,,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Nur Kurzzeitparkplätze (max. 3 Stunden) vorhanden.,,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Gepäckschalter,,0.0,0.0,0.0,0.0,8506205,Bazenheid,BAZ,http://lod.opentransportdata.swiss/didok/8506205,11,https://meteo.sbb.ch/?didok=8506205,9602,9.069059802452417,47.41012653734022,/8506205
697,6206,90.0,12.0,80.0,800.0,,,,"Preise und Online-Ticket nur gültig für Parkplätze im Aussenbereich.  <br> Bis Ende Oktober 2022 aufgrund von Bauarbeiten eingeschränktes Platzangebot.  <br> Weitere Plätze in der WIPA, Preise unter http://www.wipa-parking.ch/home",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Sirnach, Bronschhofen, Schwarzenbach, Rickenbach TG, Algertshausen, Zuzwil, Henau, Wilen bei Wil.

RailTaxi-Partner: Umwelt Taxi Schwendimann",,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Wil (SG) Bahnhof,0.0,0.0,0.0,0.0,8506206,Wil SG,WIL,http://lod.opentransportdata.swiss/didok/8506206,11,https://meteo.sbb.ch/?didok=8506206,9500,9.040993050468307,47.46241324274365,/8506206
