,didok,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing_standort_bezeichnung,parkrail_app,parkrail_webshop,parkrail_lokal,parkrail_automat,bpuic,bezeichnung_offiziell,abkuerzung,lod,tu_nummer,meteo,plz,geopos.lon,geopos.lat,train_station_ids
0,10,,,,,,,,"Private Parkangebote: http://www.parkleitsystem-basel.ch/stadtplan.php<br>
3 E-Ladestationen vorhanden.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
240,2024,28.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Hochdorf Bahnhof,1.0,1.0,0.0,1.0,8502024,Hochdorf,HO,http://lod.opentransportdata.swiss/didok/8502024,11,https://meteo.sbb.ch/?didok=8502024,6280,8.28869962431495,47.166975188716584,/8502024/8502042
241,2025,7.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8502025,Baldegg,BLG,http://lod.opentransportdata.swiss/didok/8502025,11,https://meteo.sbb.ch/?didok=8502025,6283,8.280231508343205,47.18568895916548,/8502025/8516353
242,2026,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8502026,Gelfingen,GELF,http://lod.opentransportdata.swiss/didok/8502026,11,https://meteo.sbb.ch/?didok=8502026,6284,8.264824924354368,47.21355903877226,/8502026/8502027
243,2027,27.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502027,Hitzkirch,HIK,http://lod.opentransportdata.swiss/didok/8502027,11,https://meteo.sbb.ch/?didok=8502027,6285,8.252001025629596,47.222672734803474,/8502027/8502019/8502026
244,2028,,,,,,,,Keine Parkplätze vorhanden.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8502028,Emmenbrücke Gersag,GSAG,http://lod.opentransportdata.swiss/didok/8502028,11,https://meteo.sbb.ch/?didok=8502028,6020,8.276820079539918,47.078314178254914,/8502028/8502021/8502012
245,2029,15.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502029,Mosen,MO,http://lod.opentransportdata.swiss/didok/8502029,11,https://meteo.sbb.ch/?didok=8502029,6295,8.224159651309773,47.24429231495193,/8502029
246,2030,13.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,0.0,1.0,8502030,Seon,SE,http://lod.opentransportdata.swiss/didok/8502030,11,https://meteo.sbb.ch/?didok=8502030,5703,8.158807389779959,47.346148956523685,/8502030/8502043
247,2031,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8502031,Hallwil,HD,http://lod.opentransportdata.swiss/didok/8502031,11,https://meteo.sbb.ch/?didok=8502031,5705,8.17594945532923,47.328638756622226,/8502031
248,2032,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,P+Rail der Gemeinde. Stunden- und Tagestickets in der P+Rail-App erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,1.0,0.0,0.0,8502032,Boniswil,BONI,http://lod.opentransportdata.swiss/didok/8502032,11,https://meteo.sbb.ch/?didok=8502032,5706,8.18456054926069,47.31503873659603,/8502032
249,2033,12.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502033,Birrwil,BWL,http://lod.opentransportdata.swiss/didok/8502033,11,https://meteo.sbb.ch/?didok=8502033,5708,8.199017331886745,47.28785660045185,/8502033
250,2034,68.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502034,Beinwil am See,BW,http://lod.opentransportdata.swiss/didok/8502034,11,https://meteo.sbb.ch/?didok=8502034,5712,8.202235544537361,47.26721985887334,/8502034
251,2100,9.0,4.0,40.0,400.0,00.00 . 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8502100,Safenwil,SAF,http://lod.opentransportdata.swiss/didok/8502100,11,https://meteo.sbb.ch/?didok=8502100,5745,7.9835182353423395,47.32175790242047,/8502100
252,2101,7.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8502101,Kölliken,KK,http://lod.opentransportdata.swiss/didok/8502101,11,https://meteo.sbb.ch/?didok=8502101,5742,8.026460544487298,47.33730018640878,/8502101
253,2102,26.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502102,Oberentfelden,OEF,http://lod.opentransportdata.swiss/didok/8502102,11,https://meteo.sbb.ch/?didok=8502102,5036,8.048387123619497,47.35648639544809,/8502102/8502194/8502181/8502182/8502196/8502180
254,2103,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Suhr Bahnhof,,,,,8502103,Suhr,SUHR,http://lod.opentransportdata.swiss/didok/8502103,11,https://meteo.sbb.ch/?didok=8502103,5034,8.082290640213929,47.371635474182945,/8502103/8502189
256,2104,8.0,4.0,30.0,300.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Gepäckschalter,,1.0,0.0,0.0,1.0,8502104,Hunzenschwil,HU,http://lod.opentransportdata.swiss/didok/8502104,11,https://meteo.sbb.ch/?didok=8502104,5502,8.12569323096962,47.388285886161526,/8502104
257,2105,60.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8502105,Othmarsingen,OTH,http://lod.opentransportdata.swiss/didok/8502105,11,https://meteo.sbb.ch/?didok=8502105,5504,8.21480549444199,47.40743350791063,/8502105
258,2106,22.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Aufgrund von Bauarbeiten ist der Bahnhof Mägenwil an insgesamt 8 Wochenenden vom 14.04.2023 - 04.09.2023 für den Bahnverkehr gesperrt.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,1.0,8502106,Mägenwil,MAEG,http://lod.opentransportdata.swiss/didok/8502106,11,https://meteo.sbb.ch/?didok=8502106,5506,8.235155222397673,47.414508168243245,/8502106
259,2110,16.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8502110,Dulliken,DU,http://lod.opentransportdata.swiss/didok/8502110,11,https://meteo.sbb.ch/?didok=8502110,4657,7.946501331157318,47.35427613722317,/8502110
260,2111,32.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8502111,Däniken SO,DK,http://lod.opentransportdata.swiss/didok/8502111,11,https://meteo.sbb.ch/?didok=8502111,4658,7.978771344745683,47.356390087528396,/8502111
261,2112,16.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Schönenwerd Bahnhof,1.0,1.0,0.0,1.0,8502112,Schönenwerd SO,SCOE,http://lod.opentransportdata.swiss/didok/8502112,11,https://meteo.sbb.ch/?didok=8502112,5012,8.00015839874455,47.371423870608545,/8502112
262,2113,74.0,,,,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Externes Parkhaus, Tickets an der Parkuhr lösen, keine P+Rail-Abos.<br>
Weitere Infos unter https://www.aare-parking.ch/bahnhof-parking/",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Erlinsbach, Küttigen, Rombach, Rohr, Buchs, Suhr, Biberstein.

Partner: Aare- & Piccolo TAXI Aarau",,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Velostation http://www.velostation-aarau.ch,Aarau Bahnhof,0.0,0.0,1.0,0.0,8502113,Aarau,AA,http://lod.opentransportdata.swiss/didok/8502113,11,https://meteo.sbb.ch/?didok=8502113,5000,8.0512737187007,47.39135951416971,/8502113/8519685/8502191
263,2114,31.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502114,Rupperswil,RU,http://lod.opentransportdata.swiss/didok/8502114,11,https://meteo.sbb.ch/?didok=8502114,5102,8.126956365312209,47.40329025074811,/8502114
264,2115,66.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502115,Wildegg,WI,http://lod.opentransportdata.swiss/didok/8502115,11,https://meteo.sbb.ch/?didok=8502115,5103,8.16301990850753,47.41527514474883,/8502115
265,2116,6.0,5.0,40.0,400.0,,,,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,1.0,0.0,8502116,Schinznach Bad,SBAD,http://lod.opentransportdata.swiss/didok/8502116,11,https://meteo.sbb.ch/?didok=8502116,5116,8.166948608446923,47.45178516429141,/8502116
266,2119,264.0,8.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Aufgrund von Bauarbeiten eingeschränktes Platzangebot <br> Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Niederlenz, Wildegg, Möriken, Seon, Schafisheim, Rupperswil, Hunzenschwil, Hendschiken,Othmarsingen, Brunegg, Staufen Ammerswil.

RailTaxi-Partner: Chestenberg-Taxi",,,,Immer genügend Veloabstellplätze verfügbar,,1.0,,Lenzburg Bahnhof,1.0,1.0,0.0,1.0,8502119,Lenzburg,LB,http://lod.opentransportdata.swiss/didok/8502119,11,https://meteo.sbb.ch/?didok=8502119,5600,8.170392889345154,47.391199755440326,/8502119
267,2120,2.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8502120,Küngoldingen,KGD,http://lod.opentransportdata.swiss/didok/8502120,11,https://meteo.sbb.ch/?didok=8502120,4665,7.941796671018059,47.30214150681229,/8502120
268,2121,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8502121,Walterswil-Striegel,WAST,http://lod.opentransportdata.swiss/didok/8502121,11,https://meteo.sbb.ch/?didok=8502121,4665,7.963203602001299,47.31992356869366,/8502121
269,2122,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8502122,Kölliken Oberdorf,KKO,http://lod.opentransportdata.swiss/didok/8502122,11,https://meteo.sbb.ch/?didok=8502122,5742,8.01909057756745,47.32468319936716,/8502122
270,2128,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8502128,Holderbank AG,HOBK,http://lod.opentransportdata.swiss/didok/8502128,11,https://meteo.sbb.ch/?didok=8502128,5113,8.166622369063539,47.428642529721515,/8502128
271,2200,20.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Monats-/Jahreskarten am Postschalter.<br>
Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502200,Ebikon,EBI,http://lod.opentransportdata.swiss/didok/8502200,11,https://meteo.sbb.ch/?didok=8502200,6030,8.342358256170456,47.08426271807688,/8502200
272,2201,29.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8502201,Gisikon-Root,GSK,http://lod.opentransportdata.swiss/didok/8502201,11,https://meteo.sbb.ch/?didok=8502201,6037,8.394788526650434,47.12132766775892,/8502201
273,2202,290.0,8.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Rotkreuz Bahnhof,1.0,0.0,0.0,1.0,8502202,Rotkreuz,RK,http://lod.opentransportdata.swiss/didok/8502202,11,https://meteo.sbb.ch/?didok=8502202,6343,8.430495263903849,47.14176416722354,/8502202
274,2203,60.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Während Bauarbeiten stehen vom 02.02.2024 bis 05.07.2024 drei Parkplätze weniger zur Verfügung. <br> Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Cham Bahnhof,1.0,1.0,0.0,1.0,8502203,Cham,CHAM,http://lod.opentransportdata.swiss/didok/8502203,11,https://meteo.sbb.ch/?didok=8502203,6330,8.457504763732405,47.1782438774083,/8502203/8515996/8515995/8502306
275,2204,214.0,15.0,110.0,1100.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,Ein Velozwinger befindet sich auf der Seite vom Gleis 7. Badge (CHF 90.00) ist erhältlich bei Zug Tourismus im Reisezentrum.,Zug Bahnhof / P+R Gubelstrasse,1.0,0.0,1.0,1.0,8502204,Zug,ZG,http://lod.opentransportdata.swiss/didok/8502204,11,https://meteo.sbb.ch/?didok=8502204,6300,8.51504934096482,47.17370697768496,/8502204/8516187/8502300/8515993
278,2205,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8502205,Walchwil,WCHW,http://lod.opentransportdata.swiss/didok/8502205,11,https://meteo.sbb.ch/?didok=8502205,6318,8.516934393756014,47.09868699550927,/8502205/8517112
279,2206,142.0,10.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Baar Bahnhof,1.0,1.0,1.0,1.0,8502206,Baar,BAA,http://lod.opentransportdata.swiss/didok/8502206,11,https://meteo.sbb.ch/?didok=8502206,6340,8.523271537389256,47.19536403756796,/8502206/8515992/8515993
280,2208,29.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Sperrung der P+Rail Anlage am Montag, 26.06.2023. <br> Aufgrund von wiederkehrenden Bauarbeiten sind bis auf weiters nur Monatsabonnemente erhältlich. Dazu stehen vom 24.04.23 bis 19.09.23 nur noch 14 Parkplätze zur Verfügung. Alternativ empfehlen wir das P+Rail Baar zu nutzen.<br>
Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,0.0,1.0,8502208,Horgen Oberdorf,HGO,http://lod.opentransportdata.swiss/didok/8502208,11,https://meteo.sbb.ch/?didok=8502208,8810,8.589815820934769,47.258749814697936,/8502208/8503204
281,2209,16.0,8.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Oberrieden Dorf Bahnhof,1.0,1.0,1.0,1.0,8502209,Oberrieden Dorf,ORDD,http://lod.opentransportdata.swiss/didok/8502209,11,https://meteo.sbb.ch/?didok=8502209,8942,8.577652787968216,47.27673178897796,/8502209/8503203
282,2211,16.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,1.0,8502211,Hendschiken,HDK,http://lod.opentransportdata.swiss/didok/8502211,11,https://meteo.sbb.ch/?didok=8502211,5604,8.20738869936813,47.38943108161424,/8502211
283,2212,36.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,1.0,8502212,Dottikon-Dintikon,DOT,http://lod.opentransportdata.swiss/didok/8502212,11,https://meteo.sbb.ch/?didok=8502212,5605,8.234710266072675,47.37364655615525,/8502212
284,2213,107.0,10.0,125.0,1400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die neue P+R-Anlage in der Tiefgarage unmittelbar beim Bahnhof wird am 07. September 2021 eröffnet. <br> 
Die neue Anlage wird durch die Gemeinde Wohlen betrieben. Für die Nutzung der P+R Anlage sind Tages-Parkkarten und Monats- und Jahres-Abos am Schalter der Gemeinde oder online unter https://www.wohlen.ch/parkkarten erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Wohlen (AG) Bahnhof,0.0,0.0,1.0,0.0,8502213,Wohlen AG,WO,http://lod.opentransportdata.swiss/didok/8502213,11,https://meteo.sbb.ch/?didok=8502213,5610,8.269792338707036,47.348464035951935,/8502213
285,2214,32.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8502214,Boswil-Bünzen,BOS,http://lod.opentransportdata.swiss/didok/8502214,11,https://meteo.sbb.ch/?didok=8502214,5623,8.315283587648395,47.30518168341713,/8502214
286,2215,53.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Muri (AG) Bahnhof,1.0,1.0,1.0,1.0,8502215,Muri AG,MI,http://lod.opentransportdata.swiss/didok/8502215,11,https://meteo.sbb.ch/?didok=8502215,5630,8.339820727262998,47.27666623020341,/8502215
287,2216,15.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502216,Benzenschwil,BNZ,http://lod.opentransportdata.swiss/didok/8502216,11,https://meteo.sbb.ch/?didok=8502216,5636,8.365616894910618,47.24685150439806,/8502216
288,2217,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502217,Mühlau,MUEH,http://lod.opentransportdata.swiss/didok/8502217,11,https://meteo.sbb.ch/?didok=8502217,5642,8.388524027482994,47.22501998719302,/8502217
289,2218,22.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8502218,Sins,SINS,http://lod.opentransportdata.swiss/didok/8502218,11,https://meteo.sbb.ch/?didok=8502218,5643,8.397830915000554,47.1883142367146,/8502218
290,2219,6.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502219,Oberrüti,OI,http://lod.opentransportdata.swiss/didok/8502219,11,https://meteo.sbb.ch/?didok=8502219,5647,8.404779458848669,47.16592617211497,/8502219
291,2220,21.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Parkplatz von Juni-September aufgrund von Bauarbeiten gesperrt. <br> Zusätzlich zu den 21 P+Rail-Parkplätzen gibt es 5 Parkplätze der Gemeinde Urdorf. Auf diesen Parkplätzen sind die SBB P+Rail-Billette und -Abonnemente nicht gültig.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8502220,Urdorf,URD,http://lod.opentransportdata.swiss/didok/8502220,11,https://meteo.sbb.ch/?didok=8502220,8902,8.434730698035924,47.390883336893495,/8502220/8502229/8503509/8503512
292,2221,31.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Birmensdorf (ZH) Bahnhof,1.0,0.0,1.0,1.0,8502221,Birmensdorf ZH,BIR,http://lod.opentransportdata.swiss/didok/8502221,11,https://meteo.sbb.ch/?didok=8502221,8903,8.437555140807286,47.35743137498617,/8502221
293,2222,107.0,6.0,60.0,600.0,07.00 - 19.00,07.00 - 19.00,kostenlos,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Bonstetten Bahnhof Bonstetten-Wettswil,1.0,1.0,1.0,1.0,8502222,Bonstetten-Wettswil,BON,http://lod.opentransportdata.swiss/didok/8502222,11,https://meteo.sbb.ch/?didok=8502222,8906,8.468196900433204,47.32590133192644,/8502222
294,2223,75.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Hedingen Bahnhof,1.0,0.0,1.0,1.0,8502223,Hedingen,HED,http://lod.opentransportdata.swiss/didok/8502223,11,https://meteo.sbb.ch/?didok=8502223,8908,8.44596555338124,47.29878522811595,/8502223
